item_tag	make_num	obtain_skill_point	recipe_category	material_tag	text_eng	fire	ice	bolt	air	materials	effects	reward_prm1	get_scenario_flag	unlock_scenario_flag	residue_cost_fire	residue_cost_ice	residue_cost_thunder	residue_cost_air	reward
ITEM_MIX_016	3	42	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_PLANT_007', 'ITEM_SAND_002', '', '']	Ripuka Gel	True	False	False	False	['Nitraloe', 'Black Sand']	[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0324', 'effect_name': 'Increase Resonance Area - 1st Stratum'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0335', 'effect_name': 'Element Resonance - Fire'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[3, 5, 7, 9, 11, 13, 6, 8, 10, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_017	3	60	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_GEMSTONE_002', 'ITEM_FLOWER_009', 'ITEM_INSECT_002', '']	Succinite	False	False	True	False	['Amber Crystal', 'Solflower', 'Honey Ant']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0305', 'effect_name': 'Synthesis: Quality Up'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0304', 'effect_name': 'Synthesis: HP Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0307', 'effect_name': 'Increase Resonance Area'}]	['', 15, 2, 2, 1, 2, 3, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[2, 3, 4, 5, 6, 7, 3, 4, 5, 6]	[4, 6, 8, 0, 12, 14, 5, 7, 9, 12]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_018	3	69	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_POISON_003', 'ITEM_FOODSTUFF_007', '', '']	Shade Miasma	False	True	False	False	['Dubious Log', 'Pairapple']	[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0320', 'effect_name': 'Increase Resonance Area - Circle'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0325', 'effect_name': 'Increase Resonance Area - 2nd Stratum'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[3, 4, 5, 6, 7, 4, 5, 6, 5, 5]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 5, 7, 9, 11, 4, 6, 8, 5, 7]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_019	3	75	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_FLOWER_007', 'ITEM_FOODSTUFF_006', '', '']	Red Pseudanthium	True	False	False	False	['Chained Flower', 'Red Devil']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0305', 'effect_name': 'Synthesis: Quality Up'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0325', 'effect_name': 'Increase Resonance Area - 2nd Stratum'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[5, 7, 9, 11, 13, 6, 8, 10, 7, 10]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 4, 5, 6, 7, 4, 5, 6, 5, 5]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_020	3	75	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_THREAD_003', 'ITEM_CATEGORY_PLANT', '', '']	Fettle Cloth	False	True	False	False	['Slimy String', '(Plants)']	[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0302', 'effect_name': 'Synthesis: DEF Up'}, {'max_lv': 7, 'effect_tag': 'ITEM_EFF_EFFECT_0359', 'effect_name': 'Synthesis: ATK & DEF Up'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[6, 9, 12, 15, 18, 9, 12, 15, 10, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_021	3	75	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_GEMSTONE_005', 'ITEM_CATEGORY_MYSTIC', '', '']	Violet Erz	False	False	False	True	['Lilac Gemstone', '(Magical)']	[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0301', 'effect_name': 'Synthesis: ATK Up'}, {'max_lv': 7, 'effect_tag': 'ITEM_EFF_EFFECT_0361', 'effect_name': 'Synthesis: ATK & SPD Up'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[4, 6, 8, 10, 12, 7, 9, 11, 8, 13]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_022	3	78	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_INSECT_004', 'ITEM_CATEGORY_STONE', '', '']	Fungstone	True	False	False	False	['Mock Mushroom', '(Stone)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0305', 'effect_name': 'Synthesis: Quality Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0330', 'effect_name': 'Core Boost - DEF'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[4, 6, 8, 10, 12, 7, 9, 11, 8, 13]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_023	3	69	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_INSECT_006', 'ITEM_CATEGORY_THREAD', '', '']	Feathered Veil	False	False	False	True	['Ende Guide', '(Threads)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0331', 'effect_name': 'Core Boost - SPD'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0303', 'effect_name': 'Synthesis: SPD Up'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 5, 7, 9, 11, 4, 6, 8, 5, 7]	[3, 4, 5, 6, 7, 4, 5, 6, 5, 5]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_024	3	69	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_POISON_004', 'ITEM_GAS_001', '', '']	Deadly Replica	False	False	True	False	['Confusion Powder', 'Rotwood Miasma']	[{'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0325', 'effect_name': 'Increase Resonance Area - 2nd Stratum'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0321', 'effect_name': 'Increase Resonance Area - Triangle'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[4, 6, 8, 10, 12, 7, 9, 11, 8, 13]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_025	3	75	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_MYSTIC_001', 'ITEM_CATEGORY_MYSTIC', 'ITEM_CATEGORY_POISON', '']	Void Components	False	True	False	False	['Hollowcrysta', '(Magical)', '(Poisons)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0225', 'effect_name': 'Boost: SPD Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0230', 'effect_name': 'Boost: Skill Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0232', 'effect_name': 'Boost: Skill Cooldown'}]	['', 15, 2, 2, 1, 2, 3, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[6, 9, 12, 15, 18, 9, 12, 15, 10, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_026	3	66	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_WOOD_004', 'ITEM_MUSHROOM_003', '', '']	Baumpilz	True	False	False	False	['Grib', 'Tiled Mushroom']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0305', 'effect_name': 'Synthesis: Quality Up'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0322', 'effect_name': 'Increase Resonance Area - Square'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[3, 4, 5, 6, 7, 4, 5, 6, 5, 5]	[5, 7, 9, 11, 13, 6, 8, 10, 7, 10]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_027	3	90	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_MYSTIC_001', 'ITEM_ORE_005', 'ITEM_CATEGORY_SAND', '']	Prasiolite	False	False	False	True	['Hollowcrysta', 'Pentanite', '(Sand)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0305', 'effect_name': 'Synthesis: Quality Up'}, {'max_lv': 7, 'effect_tag': 'ITEM_EFF_EFFECT_0361', 'effect_name': 'Synthesis: ATK & SPD Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0307', 'effect_name': 'Increase Resonance Area'}]	['', 15, 2, 2, 1, 2, 3, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[3, 5, 7, 9, 11, 4, 6, 8, 5, 7]	[3, 4, 5, 6, 7, 4, 5, 6, 5, 5]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_028	3	72	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_UNI_003', 'ITEM_CATEGORY_GAS', '', '']	Essence of Scrap	False	False	True	False	['Scrappy Uni', '(Gases)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0305', 'effect_name': 'Synthesis: Quality Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0329', 'effect_name': 'Core Boost - ATK'}]	['', 15, 2, 5, 2, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 10, 13, 10, 13, 16, 11, 14, 17, 22]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_029	3	66	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_BEEHIVE_002', 'ITEM_LIQUID_006', '', '']	Viscous Starmass	False	True	False	False	['Bitter Beehive', 'Rosy Water Bamboo']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0327', 'effect_name': 'Core Boost - Quality'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0323', 'effect_name': 'Increase Resonance Area - Star'}]	['', 15, 2, 5, 1, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[4, 6, 8, 10, 12, 7, 9, 11, 8, 13]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_030	3	96	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_ORE_006', 'ITEM_FOODSTUFF_005', 'ITEM_CATEGORY_ORE', '']	Damascus Plate	False	False	True	False	['Damascal Stone', 'Honeyed Malum', '(Ore)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0329', 'effect_name': 'Core Boost - ATK'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0330', 'effect_name': 'Core Boost - DEF'}]	['', 15, 2, 5, 2, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 10, 13, 10, 13, 16, 11, 14, 17, 22]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_031	3	102	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_ORE_007', 'ITEM_CATEGORY_LIQUID', '', '']	Tri-Color Crystal	False	True	False	False	['Lottery Ore', '(Water)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0313', 'effect_name': 'Synthesis: Quality Up+'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0326', 'effect_name': 'Increase Resonance Area - 3rd Stratum'}]	['', 15, 2, 5, 2, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[6, 8, 10, 7, 9, 11, 8, 10, 12, 15]	[4, 5, 5, 5, 6, 7, 6, 7, 8, 8]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_032	3	108	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_MYSTIC_002', 'ITEM_CATEGORY_THREAD', '', '']	Secret Dual Spiral	True	False	False	False	['Diamond Chunk', '(Threads)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0308', 'effect_name': 'Synthesis: Fire Bonus'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0309', 'effect_name': 'Synthesis: Ice Bonus'}]	['', 15, 2, 5, 2, 2, 2, 1, 1, 3]	-1	-1	[4, 6, 8, 5, 7, 9, 6, 8, 10, 12]	[4, 5, 5, 5, 6, 7, 6, 7, 8, 8]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_033	3	105	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_THREAD_004', 'ITEM_CATEGORY_POISON', '', '']	Noxious Draft	False	False	False	True	['Chrome Wire', '(Poisons)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0311', 'effect_name': 'Synthesis: Air Bonus'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0310', 'effect_name': 'Synthesis: Bolt Bonus'}]	['', 15, 2, 5, 2, 2, 2, 1, 1, 3]	-1	-1	[5, 7, 9, 8, 10, 12, 9, 11, 13, 18]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_034	3	102	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_GEMSTONE_008', 'ITEM_ANIMAL_020', 'ITEM_CATEGORY_LIQUID', '']	Coral Chip	False	True	False	False	['Mine Coral', 'Coral Stone', '(Water)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0305', 'effect_name': 'Synthesis: Quality Up'}, {'max_lv': 7, 'effect_tag': 'ITEM_EFF_EFFECT_0360', 'effect_name': 'Synthesis: DEF & SPD Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0307', 'effect_name': 'Increase Resonance Area'}]	['', 15, 2, 2, 2, 2, 3, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[5, 7, 9, 8, 10, 12, 9, 11, 13, 18]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_035	3	135	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_ORE_008', 'ITEM_ANIMAL_014', '', '']	Perpetual Machine	True	False	False	False	['Eternal Crystal', 'Ether Core']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0313', 'effect_name': 'Synthesis: Quality Up+'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0358', 'effect_name': 'Synthesis: HP Up+'}]	['', 15, 2, 5, 2, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 10, 13, 10, 13, 16, 11, 14, 17, 22]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_036	3	105	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_PLANT_012', 'ITEM_CATEGORY_PLANT', '', '']	Cactal Fiber	False	False	False	True	['Angular Cactus', '(Plants)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0356', 'effect_name': 'Synthesis: DEF Up+'}, {'max_lv': 7, 'effect_tag': 'ITEM_EFF_EFFECT_0360', 'effect_name': 'Synthesis: DEF & SPD Up'}]	['', 15, 2, 5, 2, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[5, 7, 9, 8, 10, 12, 9, 11, 13, 18]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_037	3	105	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_FLOWER_012', 'ITEM_CATEGORY_ORE', '', '']	Bismuthene	False	True	False	False	['Hibismuth', '(Ore)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0355', 'effect_name': 'Synthesis: ATK Up+'}, {'max_lv': 7, 'effect_tag': 'ITEM_EFF_EFFECT_0359', 'effect_name': 'Synthesis: ATK & DEF Up'}]	['', 15, 2, 5, 2, 2, 2, 1, 1, 3]	-1	-1	[5, 7, 9, 8, 10, 12, 9, 11, 13, 18]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_038	3	105	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_PLANT_013', 'ITEM_CATEGORY_FUEL', '', '']	Metal Parts	False	False	True	False	['Steeleaf', '(Fuel)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0224', 'effect_name': 'Boost: DEF Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0231', 'effect_name': 'Boost: Item Up'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0233', 'effect_name': 'Boost: Item Cooldown'}]	['', 15, 2, 2, 2, 2, 3, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 10, 13, 10, 13, 16, 11, 14, 17, 22]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_039	3	108	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_FLOWER_012', 'ITEM_CATEGORY_MYSTIC', '', '']	Bismuth Crystal	False	True	False	False	['Hibismuth', '(Magical)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0313', 'effect_name': 'Synthesis: Quality Up+'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0326', 'effect_name': 'Increase Resonance Area - 3rd Stratum'}]	['', 15, 2, 5, 2, 2, 2, 1, 1, 3]	-1	-1	[5, 7, 9, 8, 10, 12, 9, 11, 13, 18]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_040	3	126	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_GEMSTONE_007', 'ITEM_ANIMAL_009', 'ITEM_CATEGORY_STONE', '']	Protectite	False	True	False	False	['Rainbow Gemstone', 'Fallen Rampart', '(Stone)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0313', 'effect_name': 'Synthesis: Quality Up+'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0356', 'effect_name': 'Synthesis: DEF Up+'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0307', 'effect_name': 'Increase Resonance Area'}]	['', 15, 2, 2, 2, 2, 3, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[4, 5, 5, 5, 6, 7, 6, 7, 8, 8]	[6, 8, 10, 7, 9, 11, 8, 10, 12, 15]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_041	3	108	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_GEMSTONE_009', 'ITEM_CATEGORY_FLOWER', '', '']	Ancient Peril	False	False	False	True	['Puni Fossil', '(Flowers)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0328', 'effect_name': 'Core Boost - HP'}, {'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0331', 'effect_name': 'Core Boost - SPD'}]	['', 15, 2, 5, 2, 2, 2, 1, 1, 3]	-1	-1	[4, 6, 8, 5, 7, 9, 6, 8, 10, 12]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[4, 5, 5, 5, 6, 7, 6, 7, 8, 8]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
ITEM_MIX_042	3	99	MIX_RECIPE_CATEGORY_ALCHEMY	['ITEM_INSECT_007', 'ITEM_CATEGORY_METAL', '', '']	Coiled Clover	False	False	True	False	['Magnet Beetle', '(Metal)']	[{'max_lv': 10, 'effect_tag': 'ITEM_EFF_EFFECT_0357', 'effect_name': 'Synthesis: SPD Up+'}, {'max_lv': 5, 'effect_tag': 'ITEM_EFF_EFFECT_0323', 'effect_name': 'Increase Resonance Area - Star'}]	['', 15, 2, 5, 2, 2, 2, 1, 1, 3]	-1	-1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 10, 13, 10, 13, 16, 11, 14, 17, 22]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['Learn Recipe', 'Quality Up', 'Increase Quantity', 'Increase Base Resonance Count', 'Add Slot', 'Increase Quantity', 'Add Effect', 'Add Slot', 'Increase Resonance Area', 'Increase Quantity']
