item_id	text_eng	desc_eng	desc2_eng	text_jpn	desc_jpn	desc2_jpn	text_chs	desc_chs	desc2_chs	text_cht	desc_cht	desc2_cht	text_deu	desc_deu	desc2_deu	text_fra	desc_fra	desc2_fra	text_kor	desc_kor	desc2_kor	text_rus	desc_rus	desc2_rus	text_spa	desc_spa	desc2_spa	imageNo	min_rarity	max_level	wep	arm	acc	atk	heal	supEne	supPar	grade_min_value	grade_max_value	lv_min_rand_range_min	lv_min_rand_range_max	lv_max_rand_range_min	lv_max_rand_range_max	trait_base	hash	item_trait_table_tag	fire	ice	bolt	air	no_level	combo_1	combo_2	combo_3	combo_4	disp_flag
ITEM_TRAIT_TRAIT_094	Reduce SPD+	Reduces target's SPD by [Rank x 10]% for a set amount of time.		素早さ低下＋	対象の素早さを一定時間 RANK×10％ 低下		敏捷下降+	目标敏捷在一定时间内下降 RANK×10%。		敏捷下降+	目標敏捷在一定時間內下降 RANK×10%。		TMP reduzieren +	Reduziert vorübergehend das TMP des Ziels um [Rang x 10] %.		Réduction VIT+	Réduit temporairement la VIT de la cible de [Rang x 10] %.		민첩성 저하＋	일정시간 동안대상의 민첩성을 RANK×10% 저하시킨다		Снижение СКР+	На время снижает СКР цели на [ранг x 10]%.		Reducir VEL+	Reduce un [Rango x10] % la VEL del objetivo temporalmente.		1402	0	6				True		True		5	10	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_ITM_ADD_DEBUFF', '', '', '']	['STATUS_DEBUFF_SPD', '', '', '']	16				True						1
ITEM_TRAIT_TRAIT_095																												1402	0	6								100	100	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_096																												1402	0	6								100	100	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_097																												1402	0	6								100	100	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_098																												1402	0	6								100	100	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']											0
ITEM_TRAIT_TRAIT_099	Enhance Fire Damage+	Increases fire damage by [Rank x 10]%.		火ダメージ強化＋	与える火属性のダメージが RANK ×10％ 上昇		火伤害强化+	所造成的火属性伤害提升 RANK×10%。		強化火傷害+	給予的火屬性傷害上升 RANK×10%。		Feuerschaden verstärken +	Erhöht Feuerschaden um [Rang x 10] %.		Dégâts de feu augmentés+	Augmente les dégâts de feu de [Rang x 10] %.		화 대미지 강화＋	주는 화속성 대미지가 RANK×10% 상승한다		Повышение урона огнем+	Повышает урон огнем на [ранг x 10]%.		Mejorar daño de fuego+	Aumenta un [Rango x10] % el daño de fuego.		1402	0	6				True				5	10	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_ITM_ADD_ATTRIBUTE_DAMAGE', '', '', '']	['ATT_FIRE', '', '', '']	18	True									1
ITEM_TRAIT_TRAIT_100	Enhance Ice Damage+	Increases ice damage by [Rank x 10]%.		氷ダメージ強化＋	与える氷属性のダメージが RANK ×10％ 上昇		冰伤害强化+	所造成的冰属性伤害提升 RANK×10%。		強化冰傷害+	給予的冰屬性傷害上升 RANK×10%。		Eisschaden verstärken +	Erhöht Eisschaden um [Rang x 10] %.		Dégâts de glace augmentés+	Augmente les dégâts de glace de [Rang x 10] %.		빙 대미지 강화＋	주는 빙속성 대미지가 RANK×10% 상승한다		Повышение урона льдом+	Повышает урон льдом на [ранг x 10]%.		Mejorar daño de hielo+	Aumenta un [Rango x10] % el daño de hielo.		1402	0	6				True				5	10	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_ITM_ADD_ATTRIBUTE_DAMAGE', '', '', '']	['ATT_ICE', '', '', '']	18		True								1
ITEM_TRAIT_TRAIT_101	Enhance Bolt Damage+	Increases bolt damage by [Rank x 10]%.		雷ダメージ強化＋	与える雷属性のダメージが RANK ×10％ 上昇		雷伤害强化+	所造成的雷属性伤害提升 RANK×10%。		強化雷傷害+	給予的雷屬性傷害上升 RANK×10%。		Elektroschaden verstärken +	Erhöht Elektroschaden um [Rang x 10] %.		Dégâts de foudre augmentés+	Augmente les dégâts de foudre de [Rang x 10] %.		뇌 대미지 강화＋	주는 뇌속성 대미지가 RANK×10% 상승한다		Повышение урона молнией+	Повышает урон молнией на [ранг x 10]%.		Mejorar daño de rayo+	Aumenta un [Rango x10] % el daño de rayo.		1402	0	6				True				5	10	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_ITM_ADD_ATTRIBUTE_DAMAGE', '', '', '']	['ATT_THUN', '', '', '']	18			True							1
ITEM_TRAIT_TRAIT_102	Enhance Air Damage+	Increases air damage by [Rank x 10]%.		風ダメージ強化＋	与える風属性のダメージが RANK ×10％ 上昇		风伤害强化+	所造成的风属性伤害提升 RANK×10%。		強化風傷害+	給予的風屬性傷害上升 RANK×10%。		Luftschaden verstärken +	Erhöht Luftschaden um [Rang x 10] %.		Dégâts d'air augmentés+	Augmente les dégâts d'air de [Rang x 10] %.		풍 대미지 강화＋	주는 풍속성 대미지가 RANK×10% 상승한다		Повышение урона воздухом+	Повышает урон воздухом на [ранг x 10]%.		Mejorar daño de aire+	Aumenta un [Rango x10] % el daño de aire.		1402	0	6				True				5	10	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_ITM_ADD_ATTRIBUTE_DAMAGE', '', '', '']	['ATT_WIND', '', '', '']	18				True						1
ITEM_TRAIT_TRAIT_103	Warrior Stance	Boosts ATK by [Rank x 10] and increases skill damage by [Rank x 5]%.		戦士の構え	攻撃力がRANK×10上昇。スキルダメージがRANK×5％上昇		战士的架势	攻击力提升 RANK×10。技能伤害提升 RANK×5%。		戰士的架勢	攻擊力上升 RANK×10。技能傷害上升 RANK×5%。		Haltung des Kriegers	Erhöht ANG um [Rang x 10] und erhöht Fertigkeitsschaden um [Rang x 5] %.		Posture de guerrier	Augmente l'ATQ de Rang x 10 et les dégâts des compétences de [Rang x 5] %.		전사의 자세	공격력이 RANK×10 상승한다.스킬 대미지가 RANK×5% 상승한다		Стойка воина	Повышает АТК на [ранг x 10] и урон от навыка на [ранг x 5]%.		Actitud de guerrero	Potencia un [Rango x10] el ATQ y aumenta un [Rango x5] % el daño de las habilidades.		1402	0	6	True							100	100	[10, 5, 0, 0]	[10, 5, 0, 0]	[60, 30, 0, 0]	[60, 30, 0, 0]	['ITEM_SUB_EQI_CHANGE_ATTACK', 'ITEM_SUB_EQI_DAMAGE_SKILL', '', '']	['', '', '', '']	34	True					ATK Up+	Skill Boost+	Crocodile Slayer	Wolf Slayer	1
ITEM_TRAIT_TRAIT_104	Knight Stance	Boosts DEF by [Rank x 10] and reduces damage taken by [Rank x 5]%.		騎士の構え	防御力がRANK×10上昇。RANK×5％ダメージを軽減する		骑士的架势	防御力提升 RANK×10。使伤害减轻 RANK×5%。		騎士的架勢	防禦力上升 RANK×10。使傷害減輕 RANK×5%。		Haltung des Ritters	Erhöht VRT um [Rang x 10] und reduziert erlittenen Schaden um [Rang x 5] %.		Posture de chevalier	Augmente la DÉF de Rang x 10 et réduit les dégâts subis de [Rang x 5] %.		기사의 자세	방어력이 RANK×10 상승한다.RANK×5% 대미지를 경감시킨다		Стойка рыцаря	Повышает ЗЩТ на [ранг  x 10] и снижает получаемый урон на [ранг x 5]%.		Actitud de caballero	Potencia un [Rango x10] la DEF y reduce un [Rango x5] % el daño recibido.		1402	0	6		True						100	100	[10, 5, 0, 0]	[10, 5, 0, 0]	[60, 30, 0, 0]	[60, 30, 0, 0]	['ITEM_SUB_EQI_CHANGE_DEFENSE', 'ITEM_SUB_EQI_PROTECT_DAMAGE', '', '']	['', '', '', '']	35			True			DEF Up+	Stun Boost+	Golem Slayer	Rock Raptor Slayer	1
ITEM_TRAIT_TRAIT_105	Fire Boost	Increases fire damage by [Rank x 5]%.		火属性ブースト	火属性攻撃のダメージがRANK×5％上昇		火属性加成	火属性攻击的伤害提升 RANK×5%。		火屬性加成	火屬性攻擊的傷害上升 RANK×5%。		Feuerverbesserung	Erhöht Feuerschaden um [Rang x 5] %.		Renforcement du feu	Augmente les dégâts de feu de [Rang x 5] %.		화속성 부스트	화속성 공격 대미지가 RANK×5% 상승한다		Усиление огня	Повышает урон огнем на [ранг x 5]%.		Potenciador de fuego	Aumenta un [Rango x5] % el daño de fuego.		1402	0	6			True					5	10	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_PERMANENT', '', '', '']	['STATUS_BUFF_DAMAGE_FIRE', '', '', '']	19	True									1
ITEM_TRAIT_TRAIT_106	Ice Boost	Increases ice damage by [Rank x 5]%.		氷属性ブースト	氷属性攻撃のダメージがRANK×5％上昇		冰属性加成	冰属性攻击的伤害提升 RANK×5%。		冰屬性加成	冰屬性攻擊的傷害上升 RANK×5%。		Eisverbesserung	Erhöht Eisschaden um [Rang x 5] %.		Renforcement de la glace	Augmente les dégâts de glace de [Rang x 5] %.		빙속성 부스트	빙속성 공격 대미지가 RANK×5% 상승한다		Усиление льда	Повышает урон льдом на [ранг  x 5]%.		Potenciador de hielo	Aumenta un [Rango x5] % el daño de hielo.		1402	0	6			True					5	10	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_PERMANENT', '', '', '']	['STATUS_BUFF_DAMAGE_ICE', '', '', '']	19		True								1
ITEM_TRAIT_TRAIT_107	Bolt Boost	Increases bolt damage by [Rank x 5]%.		雷属性ブースト	雷属性攻撃のダメージがRANK×5％上昇		雷属性加成	雷属性攻击的伤害提升 RANK×5%。		雷屬性加成	雷屬性攻擊的傷害上升 RANK×5%。		Elektroverbesserung	Erhöht Elektroschaden um [Rang x 5] %.		Renforcement de la foudre	Augmente les dégâts de foudre de [Rang x 5] %.		뇌속성 부스트	뇌속성 공격 대미지가 RANK×5% 상승한다		Усиление молнии	Повышает урон молнией на [ранг x 5]%.		Potenciador de rayo	Aumenta un [Rango x5] % el daño de rayo.		1402	0	6			True					5	10	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_PERMANENT', '', '', '']	['STATUS_BUFF_DAMAGE_THUN', '', '', '']	19			True							1
ITEM_TRAIT_TRAIT_108	Air Boost	Increases air damage by [Rank x 5]%.		風属性ブースト	風属性攻撃のダメージがRANK×5％上昇		风属性加成	风属性攻击的伤害提升 RANK×5%。		風屬性加成	風屬性攻擊的傷害上升 RANK×5%。		Luftverbesserung	Erhöht Luftschaden um [Rang x 5] %.		Renforcement de l'air	Augmente les dégâts d'air de [Rang x 5] %.		풍속성 부스트	풍속성 공격 대미지가 RANK×5% 상승한다		Усиление воздуха	Повышает урон воздухом на [ранг x 5]%.		Potenciador de aire	Aumenta un [Rango x5] % el daño de aire.		1402	0	6			True					5	10	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_PERMANENT', '', '', '']	['STATUS_BUFF_DAMAGE_WIND', '', '', '']	19				True						1
ITEM_TRAIT_TRAIT_109	Fire Robe	Raises fire resistance by 1 stage, but lowers ice resistance by 1 stage.		火の衣	火耐性が1段階上昇するが、氷耐性が1段階低下する		火之衣	火耐性提升1阶段，但冰耐性下降1阶段。		火之衣	火耐性上升1階段，但冰耐性下降1階段。		Feuerrobe	Erhöht den Feuerwiderstand um eine Stufe, verringert jedoch den Eiswiderstand um eine Stufe.		Robe de feu	Augmente la résistance au feu d'un degré, mais réduit la résistance à la glace d'un degré.		불의 옷	화내성이 1단계 상승하지만빙내성이 1단계 저하한다		Мантия огня	Повышает устойчивость к огню на 1 ступень, но снижает устойчивость ко льду на 1 ступень.		Atuendo de fuego	Aumenta la resistencia al fuego en 1 fase, pero reduce la resistencia al hielo en 1 fase.		1402	3	1		True						100	100	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['ITEM_SUB_OTH_ADD_USEEFFECT', '', '', '']	['ITEM_EFF_EFFECT_0349', '', '', '']	18	True				True	Fire Protection	Fire Filter	Follow-Up Fire Damage	Enhance Fire Damage	1
ITEM_TRAIT_TRAIT_110	Ice Robe	Raises ice resistance by 1 stage, but lowers fire resistance by 1 stage.		氷の衣	氷耐性が1段階上昇するが、火耐性が1段階低下する		冰之衣	冰耐性提升1阶段，但火耐性下降1阶段。		冰之衣	冰耐性上升1階段，但火耐性下降1階段。		Eisrobe	Erhöht den Eiswiderstand um eine Stufe, verringert jedoch den Feuerwiderstand um eine Stufe.		Robe de glace	Augmente la résistance à la glace d'un degré, mais réduit la résistance au feu d'un degré.		얼음의 옷	빙내성이 1단계 상승하지만화내성이 1단계 저하한다		Мантия льда	Повышает устойчивость ко льду на 1 ступень, но снижает устойчивость к огню на 1 ступень.		Atuendo de hielo	Aumenta la resistencia al hielo en 1 fase, pero reduce la resistencia al fuego en 1 fase.		1402	3	1		True						100	100	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['ITEM_SUB_OTH_ADD_USEEFFECT', '', '', '']	['ITEM_EFF_EFFECT_0350', '', '', '']	18		True			True	Ice Protection	Ice Filter	Follow-Up Ice Damage	Enhance Ice Damage	1
ITEM_TRAIT_TRAIT_111	Bolt Robe	Raises bolt resistance by 1 stage, but lowers air resistance by 1 stage.		雷の衣	雷耐性が1段階上昇するが、風耐性が1段階低下する		雷之衣	雷耐性提升1阶段，但风耐性下降1阶段。		雷之衣	雷耐性上升1階段，但風耐性下降1階段。		Elektrorobe	Erhöht den Elektrowiderstand um eine Stufe, verringert jedoch den Luftwiderstand um eine Stufe.		Robe de foudre	Augmente la résistance à la foudre d'un degré, mais réduit la résistance à l'air d'un degré.		번개의 옷	뇌내성이 1단계 상승하지만풍내성이 1단계 저하한다		Мантия молнии	Повышает устойчивость к молнии на 1 ступень, но снижает устойчивость к воздуху на 1 ступень.		Atuendo de rayo	Aumenta la resistencia al rayo en 1 fase, pero reduce la resistencia al aire en 1 fase.		1402	3	1		True						100	100	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['ITEM_SUB_OTH_ADD_USEEFFECT', '', '', '']	['ITEM_EFF_EFFECT_0351', '', '', '']	18			True		True	Bolt Protection	Bolt Filter	Follow-Up Bolt Damage	Enhance Bolt Damage	1
ITEM_TRAIT_TRAIT_112	Air Robe	Raises air resistance by 1 stage, but lowers bolt resistance by 1 stage.		風の衣	風耐性が1段階上昇するが、雷耐性が1段階低下する		风之衣	风耐性提升1阶段，但雷耐性下降1阶段。		風之衣	風耐性上升1階段，但雷耐性下降1階段。		Luftrobe	Erhöht den Luftwiderstand um eine Stufe, verringert jedoch den Elektrowiderstand um eine Stufe.		Robe d'air	Augmente la résistance à l'air d'un degré, mais réduit la résistance à la foudre d'un degré.		바람의 옷	풍내성이 1단계 상승하지만뇌내성이 1단계 저하한다		Мантия воздуха	Повышает устойчивость к воздуху на 1 ступень, но снижает устойчивость к молнии на 1 ступень.		Atuendo de aire	Aumenta la resistencia al aire en 1 fase, pero reduce la resistencia al rayo en 1 fase.		1402	3	1		True						100	100	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['ITEM_SUB_OTH_ADD_USEEFFECT', '', '', '']	['ITEM_EFF_EFFECT_0352', '', '', '']	18				True	True	Air Protection	Air Filter	Follow-Up Air Damage	Enhance Air Damage	1
ITEM_TRAIT_TRAIT_113	Fire Filter	Reduces fire damage taken by  [Rank x 5]%.		火属性フィルター	火属性ダメージをRANK×5％軽減		火属性过滤	火属性伤害减轻 RANK×5%。		火屬性過濾	火屬性傷害減輕 RANK×5%。		Feuerfilter	Reduziert erlittenen Feuerschaden um [Rang x 5] %.		Filtre du feu	Réduit les dégâts de feu subis de [Rang x 5] %.		화속성 필터	화속성 대미지를 RANK×5% 경감시킨다		Фильтр огня	Снижает получаемый урон огнем на [ранг x 5]%.		Filtro de fuego	Reduce en [Rango x5] % el daño de fuego recibido.		1402	0	6			True					4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_PERMANENT', '', '', '']	['STATUS_BUFF_DAMAGE_DOWN_FIRE', '', '', '']	20	True									1
ITEM_TRAIT_TRAIT_114	Ice Filter	Reduces ice damage taken by [Rank x 5]%.		氷属性フィルター	氷属性ダメージをRANK×5％軽減		冰属性过滤	冰属性伤害减轻 RANK×5%。		冰屬性過濾	冰屬性傷害減輕 RANK×5%。		Eisfilter	Reduziert erlittenen Eisschaden um [Rang x 5] %.		Filtre de la glace	Réduit les dégâts de glace subis de [Rang x 5] %.		빙속성 필터	빙속성 대미지를 RANK×5% 경감시킨다		Фильтр льда	Снижает получаемый урон льдом на [ранг x 5]%.		Filtro de hielo	Reduce un [Rango x5] % el daño de hielo recibido.		1402	0	6			True					4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_PERMANENT', '', '', '']	['STATUS_BUFF_DAMAGE_DOWN_ICE', '', '', '']	20		True								1
ITEM_TRAIT_TRAIT_115	Bolt Filter	Reduces bolt damage taken by [Rank x 5]%.		雷属性フィルター	雷属性ダメージをRANK×5％軽減		雷属性过滤	雷属性伤害减轻 RANK×5%。		雷屬性過濾	雷屬性傷害減輕 RANK×5%。		Elektrofilter	Reduziert erlittenen Elektroschaden um [Rang x 5] %.		Filtre de la foudre	Réduit les dégâts de foudre subis de [Rang x 5] %.		뇌속성 필터	뇌속성 대미지를 RANK×5% 경감시킨다		Фильтр молнии	Снижает получаемый урон молнией на [ранг x 5]%.		Filtro de rayo	Reduce un [Rango x5] % el daño de rayo recibido.		1402	0	6			True					4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_PERMANENT', '', '', '']	['STATUS_BUFF_DAMAGE_DOWN_THUN', '', '', '']	20			True							1
ITEM_TRAIT_TRAIT_116	Air Filter	Reduces air damage taken by [Rank x 5]%.		風属性フィルター	風属性ダメージをRANK×5％軽減		风属性过滤	风属性伤害减轻 RANK×5%。		風屬性過濾	風屬性傷害減輕 RANK×5%。		Luftfilter	Reduziert erlittenen Luftschaden um [Rang x 5] %.		Filtre de l'air	Réduit les dégâts d'air subis de [Rang x 5] %.		풍속성 필터	풍속성 대미지를 RANK×5% 경감시킨다		Фильтр воздуха	Снижает получаемый урон воздухом на [ранг x 5]%.		Filtro de aire	Reduce un [Rango x5] % el daño de aire recibido.		1402	0	6			True					4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_PERMANENT', '', '', '']	['STATUS_BUFF_DAMAGE_DOWN_WIND', '', '', '']	20				True						1
ITEM_TRAIT_TRAIT_117	Fire Protection	Temporarily raises the target's fire resistance by 1 stage.		ファイアプロテクト	対象の火属性耐性が一時的に1段階上昇		火焰守护	目标的火属性耐性暂时提升1阶段。		火焰守護	目標的火屬性耐性暫時上升1階段。		Feuerschutz	Erhöht zeitweise den Feuerwiderstand des Ziels um eine Stufe.		Protection contre le feu	Augmente temporairement la résistance au feu de la cible d'un degré.		파이어 프로텍트	대상의 화속성내성이일시적으로 1단계 상승한다		Защита от огня	На время повышает устойчивость цели к огню на 1 ступень.		Protección al fuego	Aumenta la resistencia al fuego del objetivo temporalmente en 1 fase.		1402	2	1					True		True	4	4	[1, 0, 0, 0]	[1, 0, 0, 0]	[1, 0, 0, 0]	[1, 0, 0, 0]	['ITEM_SUB_ITM_ADD_BUFF', '', '', '']	['STATUS_BUFF_RESIST_FIRE', '', '', '']	20	True				True					1
ITEM_TRAIT_TRAIT_118	Ice Protection	Temporarily raises the target's ice resistance by 1 stage.		アイスプロテクト	対象の氷属性耐性が一時的に1段階上昇		寒冰守护	目标的冰属性耐性暂时提升1阶段。		寒冰守護	目標的冰屬性耐性暫時上升1階段。		Eisschutz	Erhöht zeitweise den Eiswiderstand des Ziels um eine Stufe.		Protection contre la glace	Augmente temporairement la résistance à la glace de la cible d'un degré.		아이스 프로텍트	대상의 빙속성내성이일시적으로 1단계 상승한다		Защита от льда	На время повышает устойчивость цели ко льду на 1 ступень.		Protección al hielo	Aumenta la resistencia al hielo del objetivo temporalmente en 1 fase.		1402	2	1					True		True	4	4	[1, 0, 0, 0]	[1, 0, 0, 0]	[1, 0, 0, 0]	[1, 0, 0, 0]	['ITEM_SUB_ITM_ADD_BUFF', '', '', '']	['STATUS_BUFF_RESIST_ICE', '', '', '']	20		True			True					1
ITEM_TRAIT_TRAIT_119	Bolt Protection	Temporarily raises the target's bolt resistance by 1 stage.		サンダープロテクト	対象の雷属性耐性が一時的に1段階上昇		雷电守护	目标的雷属性耐性暂时提升1阶段。		雷電守護	目標的雷屬性耐性暫時上升1階段。		Elektroschutz	Erhöht zeitweise den Elektrowiderstand des Ziels um eine Stufe.		Protection contre la foudre	Augmente temporairement la résistance à la foudre de la cible d'un degré.		썬더 프로텍트	대상의 뇌속성내성이일시적으로 1단계 상승한다		Защита от молнии	На время повышает устойчивость цели к молнии на 1 ступень.		Protección al rayo	Aumenta la resistencia al rayo del objetivo temporalmente en 1 fase.		1402	2	1					True		True	4	4	[1, 0, 0, 0]	[1, 0, 0, 0]	[1, 0, 0, 0]	[1, 0, 0, 0]	['ITEM_SUB_ITM_ADD_BUFF', '', '', '']	['STATUS_BUFF_RESIST_THUN', '', '', '']	20			True		True					1
ITEM_TRAIT_TRAIT_120	Air Protection	Temporarily raises the target's air resistance by 1 stage.		ウィンドプロテクト	対象の風属性耐性が一時的に1段階上昇		疾风守护	目标的风属性耐性暂时提升1阶段。		疾風守護	目標的風屬性耐性暫時上升1階段。		Luftschutz	Erhöht zeitweise den Luftwiderstand des Ziels um eine Stufe.		Protection contre l'air	Augmente temporairement la résistance à l'air de la cible d'un degré.		윈드 프로텍트	대상의 풍속성내성이일시적으로 1단계 상승한다		Защита от воздуха	На время повышает устойчивость цели к воздуху на 1 ступень.		Protección al aire	Aumenta la resistencia al aire del objetivo temporalmente en 1 fase.		1402	2	1					True		True	4	4	[1, 0, 0, 0]	[1, 0, 0, 0]	[1, 0, 0, 0]	[1, 0, 0, 0]	['ITEM_SUB_ITM_ADD_BUFF', '', '', '']	['STATUS_BUFF_RESIST_WIND', '', '', '']	20				True	True					1
ITEM_TRAIT_TRAIT_121	Life Drain	While attacking, restores HP by [Rank x 3]% of the damage dealt.		ライフドレイン	攻撃時、与えたダメージのRANK×3％回復		生命吸收	发动攻击时，恢复所造成伤害的 RANK×3%。		生命吸收	攻擊時，回復所給予傷害的 RANK×3%。		Lebensabsorbierung	Stellt bei Angriff LP um [Rang x 3] % des erteilten Schadens wieder her.		Vol de vie	Restaure les PV à hauteur de [Rang x 3] % des dégâts infligés en attaquant.		라이프 드레인	공격 시, 준 대미지의RANK×3%를 회복한다		Кража жизни	При атаке восстанавливает ОЗ на [ранг x 3]% от нанесенного урона.		Drenaje de la vida	Al atacar, restaura los PS un [Rango x3] % del daño infligido.		1402	0	6				True		True		100	100	[3, 0, 0, 0]	[3, 0, 0, 0]	[18, 0, 0, 0]	[18, 0, 0, 0]	['ITEM_SUB_EQI_DAMAGE_RETURN', '', '', '']	['', '', '', '']	36				True		HP Regeneration	Restore HP	HP Up	Healing	1
ITEM_TRAIT_TRAIT_122																												1402	0	6			True					5	10	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']		True									0
ITEM_TRAIT_TRAIT_123																												1402	0	6			True					5	10	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']			True								0
ITEM_TRAIT_TRAIT_124																												1402	0	6			True					5	10	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	[0, 0, 0, 0]	['', '', '', '']	['', '', '', '']					True						0
ITEM_TRAIT_TRAIT_125	Battle Readiness - ATK	Boosts ATK by [Rank x 5]% at the start of combat.		戦闘準備・攻撃	戦闘開始時に、攻撃力がRANK×5％上昇		战斗准备：攻击	战斗开始时，攻击力提升 RANK×5%。		戰鬥準備：攻擊	戰鬥開始時，攻擊力上升 RANK×5%。		Kampfbereitschaft – ANG	Erhöht bei Beginn des Kampfes ANG um [Rang x 5] %.		Paré au combat - ATQ	Augmente l'ATQ de [Rang x 5] % au début du combat.		전투준비ㆍ공격	전투 시작 시,공격력이 RANK×5% 상승한다		Готовность к битве: АТК	Увеличивает АТК на [ранг x 5]% в начале битвы.		Disposición para la batalla: ATQ	Potencia el ATQ un [Rango x5] % al inicio del combate.		1402	0	6			True					4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_BATTLE_START', '', '', '']	['STATUS_BUFF_ATK', '', '', '']	22	True									1
ITEM_TRAIT_TRAIT_126	Battle Readiness - DEF	Boosts DEF by [Rank x 5]% at the start of combat.		戦闘準備・防御	戦闘開始時に、防御力がRANK×5％上昇		战斗准备：防御	战斗开始时，防御力提升 RANK×5%。		戰鬥準備：防禦	戰鬥開始時，防禦力上升 RANK×5%。		Kampfbereitschaft – VRT	Erhöht bei Beginn des Kampfes VRT um [Rang x 5] %.		Paré au combat - DÉF	Augmente la DÉF de [Rang x 5] % au début du combat.		전투준비ㆍ방어	전투 시작 시,방어력이 RANK×5% 상승한다		Готовность к битве: ЗЩТ	Увеличивает ЗЩТ на [ранг x 5]% в начале битвы.		Disposición para la batalla: DEF	Potencia la DEF un [Rango x5] % al inicio del combate.		1402	0	6			True					4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_BATTLE_START', '', '', '']	['STATUS_BUFF_DEF', '', '', '']	22		True								1
