fieldmap_location_id	text_eng	text_jpn	text_chs	text_cht	text_deu	text_fra	text_kor	text_rus	text_spa
FIELDMAP_LOCATION_661	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_662	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_663	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_664	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_665	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_666	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_667	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_668	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_669	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_670	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_671	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_672	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_673	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_674	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_675	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_676	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_677	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_678	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_679	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_680	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_681	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_682	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_683	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_684	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_685	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_686	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_687	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_688	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_689	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_690	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_691	Treasure Trove	宝物庫	宝物库	寶物庫	Schatzkammer	Salle aux trésors	보물고	Сокровищница	Tesoro oculto
FIELDMAP_LOCATION_692	Ligneus Survey Base	リグナス調査拠点	里古那斯调查据点	里古那斯調查據點	Ligneus-Forschungsbasis	Base d'exploration de Ligneus	리그너스 조사거점	Исследовательская база Лигнеуса	Base de reconocimiento de Lignumbria
FIELDMAP_LOCATION_693	Alber Settlement	アルバーの集落	阿尔巴的聚落	阿爾巴的聚落	Alber-Siedlung	Village des Alber	알버의 취락	Поселение альберов	Aldea Alber
FIELDMAP_LOCATION_694	Welleks Village	ウェルクスの村	兽耳人的村子	獸耳人的村子	Welleks-Dorf	Village des Welleks	웰크스의 마을	Деревня веллеков	Aldea Welleks
FIELDMAP_LOCATION_695	Hidden Neru Village	ネル族の隠れ里	奈尔族的秘密村庄	奈爾族的祕密村莊	Verstecktes Nerudorf	Village caché des Neru	네루족의 은신처	Скрытая деревня неру	Aldea Neru oculta
FIELDMAP_LOCATION_696	Large Alber Settlement	アルバーの大集落	阿尔巴的大聚落	阿爾巴的大聚落	Große Alber-Siedlung	Grand village d'Alber	알버의 대취락	Большое поселение альберов	Gran aldea Alber
FIELDMAP_LOCATION_697	Sivash Survey Base	シバーシュ調査拠点	席巴修调查据点	席巴修調查據點	Sivash-Forschungsbasis	Base d'exploration de Sivash	시바슈 조사거점	Исследовательская база Сиваша	Base de reconocimiento de Syvashi
FIELDMAP_LOCATION_698	Auruma Survey Base	アウルーマ調査拠点	奥尔马调查据点	奧爾馬調查據點	Auruma-Forschungsbasis	Base d'exploration d'Auruma	아울루마 조사거점	Исследовательская база Аурумы	Base de reconocimiento de Auruma
FIELDMAP_LOCATION_699	Geni Settlement	ジニ族の集落	吉尼族的聚落	吉尼族的聚落	Geni-Siedlung	Village des Geni	지니족의 취락	Поселение гени	Aldea Geni
FIELDMAP_LOCATION_700		王都_集落01							
FIELDMAP_LOCATION_701		王都_集落02							
FIELDMAP_LOCATION_702		王都_集落03							
FIELDMAP_LOCATION_703	Lacuna Survey Base	ラクーナ調査拠点	拉库纳调查据点	拉庫納調查據點	Lacuna-Forschungsbasis	Base d'exploration de Lacuna	라크나 조사거점	Исследовательская база Лакуны	Base de reconocimiento de Lacuna
FIELDMAP_LOCATION_704		サブマップ_集落02							
FIELDMAP_LOCATION_705		サブマップ_集落03							
FIELDMAP_LOCATION_706		サブマップ_集落04							
FIELDMAP_LOCATION_707		サブマップ_集落05							
FIELDMAP_LOCATION_708	Pergrica Roots	ペルグリカ樹麓	佩尔格里卡树根	佩爾格里卡樹腳	Pergrikawurzeln	Racines de Pergrica	페르그리카 나무기슭	Корни Пергрики	Raíces de Pérgrica
FIELDMAP_LOCATION_709	Atelier	アトリエ	炼金工房	鍊金工房	Atelier	Atelier	아틀리에	Ателье	Atelier
FIELDMAP_LOCATION_710		？？？							
FIELDMAP_LOCATION_711		予備枠							
FIELDMAP_LOCATION_712		予備枠							
FIELDMAP_LOCATION_713		予備枠							
FIELDMAP_LOCATION_714		予備枠							
FIELDMAP_LOCATION_715		予備枠							
FIELDMAP_LOCATION_716		予備枠							
FIELDMAP_LOCATION_717		予備枠							
FIELDMAP_LOCATION_718		予備枠							
FIELDMAP_LOCATION_719		予備枠							
FIELDMAP_LOCATION_720	Remote Beach	辺境の砂浜	边境的沙滩	邊境的沙灘	Abgelegener Strand	Plage isolée	변방의 모래사장	Дальний пляж	Playa distante
FIELDMAP_LOCATION_721	Silenta Central Meadow	シレンタ中央草原	希连塔中央草原	希連塔中央草原	Zentrale Silenta-Grasebene	Prairie centrale de Silenta	실렌타 중앙초원	Центральный луг Силента	Prado Silenta (Central)
FIELDMAP_LOCATION_722	Cellal Subterranean Lake	ケラル地底湖	克拉尔地底湖	克拉爾地底湖	Unterirdischer Zellalsee	Lac souterrain de Cellal	케랄 지하호수	Подземное озеро Целлал	Lago subterráneo Cellalis
FIELDMAP_LOCATION_723	Woodland Gateway	樹海関門	树海关口	樹海關口	Waldtor	Porte sylvestre	밀림 관문	Лесные врата	Entrada al bosque
FIELDMAP_LOCATION_724	Babbling Brook Path	せせらぎの小道	流水小道	流水小道	Pfad des murmelnden Baches	Chemin du ruisseau gazouillant	좁은 오솔길	Тропа у журчащего ручья	Camino del riachuelo murmurante
FIELDMAP_LOCATION_725	Fallen Tower Entrance	残塔の入口	残塔入口	殘塔入口	Eingang zur Turmruine	Entrée de la tour effondrée	버려진 탑의 입구	Вход в Упавшую башню	Entrada a la torre caída
FIELDMAP_LOCATION_726	Sun-Dappled Hill	木漏れ日の高台	树影高地	樹影高地	Sonnenhöhe	Colline tachetée de lumière	볕뉘가 비치는 고지	Солнечный холм	Colina bañada por el sol
FIELDMAP_LOCATION_727	Margo's Blessing	マルゴーの恵み	马尔戈的恩惠	馬爾戈的恩惠	Margos Segen	Bénédiction de Margo	마르고의 은혜	Благословение Марго	Bendición de Margo
FIELDMAP_LOCATION_728	Lateria Side Road	ラテリア間道	拉特里亚小径	拉特里亞小徑	Lateria-Seitenstraße	Voie de Lateria	라테리아 샛길	Тайный объезд	Carretera secundaria de Lateria
FIELDMAP_LOCATION_729	Oblie Plateau	オブリエ台地	欧布里埃台地	歐布里埃台地	Oblie-Plateau	Plateau de l'oubli	오블리에 대지	Плато Забвения	Meseta Oblie
FIELDMAP_LOCATION_730	Warbling Garden	さえずりの庭	鸣啭庭园	鳴囀庭園	Zwitschergarten	Jardin gazouillant	새가 지저귀는 정원	Поющий сад	Jardín armónico
FIELDMAP_LOCATION_731	Eremito Valley	エレミトの谷	艾雷米托山谷	艾雷米托山谷	Eremitental	Vallée de l'ermite	에레미토 골짜기	Долина Эремито	Valle Eremita
FIELDMAP_LOCATION_732	Ivy-Covered Estate Grounds	蔦這う屋敷周辺	爬藤宅邸附近	爬藤宅邸附近	Efeubedecktes Anwesen	Domaine sous le lierre	담쟁이 저택 주변	Заросшее поместье	Finca cubierta de hiedra
FIELDMAP_LOCATION_733	Oblie Falls	オブリエの滝	欧布里埃瀑布	歐布里埃瀑布	Oblie-Fälle	Cascade de l'oubli	오블리에 폭포	Водопады Забвения	Catarata de Oblie
FIELDMAP_LOCATION_734	Verdure Hill	新緑の丘	新绿之丘	新綠之丘	Begrünter Hügel	Colline verdoyante	신록의 언덕	Зеленый холм	Colina de Verdure
FIELDMAP_LOCATION_735	Great Tree Tendrils	大樹の爪先	大树脚尖	大樹趾尖	Ranken des Großbaums	Ceps du Grand arbre	거목의 발부리	Отростки Великого древа	Sarmientos del Gran Árbol
FIELDMAP_LOCATION_736	Earthen Veins Grotto	地脈の樹窟	地脉树窟	地脈樹窟	Grotte der Erdadern	Grotte des veines terrestres	지맥의 나무굴	Грот Земляных жил	Gruta de las venas terrestres
FIELDMAP_LOCATION_737	Secret Garden	秘された花園	隐秘花园	隱匿的花園	Geheimgarten	Jardin secret	숨겨진 화원	Секретный сад	Jardín secreto
FIELDMAP_LOCATION_738	Butterfly Falls	蝶の裏滝	蝴蝶秘瀑	蝴蝶祕瀑	Schmetterlingsfälle	Cascade aux papillons	나비의 뒤쪽 폭포	Трепещущие водопады	Cascadas mariposa
FIELDMAP_LOCATION_739	Ligneus Survey Base	リグナス調査拠点	里古那斯调查据点	里古那斯調查據點	Ligneus-Forschungsbasis	Base d'exploration de Ligneus	리그너스 조사거점	Исследовательская база Лигнеуса	Base de reconocimiento de Lignumbria
FIELDMAP_LOCATION_740		樹根層_FTP21							
FIELDMAP_LOCATION_741		樹根層_FTP22							
FIELDMAP_LOCATION_742		樹根層_FTP23							
FIELDMAP_LOCATION_743		樹根層_FTP24							
FIELDMAP_LOCATION_744		樹根層_FTP25							
FIELDMAP_LOCATION_745	Secrem Basin	セクレム滝壺	赛克雷姆瀑底潭	賽克雷姆瀑底潭	Sikrumbecken	Bassin des arcanes	세크렘 용소	Водоем Секрем	Cuenca de Secrem
FIELDMAP_LOCATION_746	Welleks Settlement	ウェルクスの集落	兽耳人的聚落	獸耳人的聚落	Welleks-Siedlung	Village des Welleks	웰크스의 취락	Поселение веллеков	Aldea Welleks
FIELDMAP_LOCATION_747	Sea of Clouds Outlook	雲海の展望地	云海瞭望台	雲海瞭望地	Wolkenmeer-Aussicht	Belvédère de la mer nébuleuse	운해의 전망대	Смотровая площадка Моря облаков	Mirador del Mar de nubes
FIELDMAP_LOCATION_748	Nebel Floodway	ネーブル放水路	奈伯尔疏洪道	奈伯爾疏洪道	Nebelkanal	Canal de dérivation nébuleux	네이블 방수로	Туманная пойма	Cauce de Nebel
FIELDMAP_LOCATION_749	Otherworldly Route	幽冥の旅路	幽冥旅途	幽冥旅途	Weg der Anderswelt	Route éthérée	황천의 여로	Потусторонний тракт	Ruta ultraterrenal
FIELDMAP_LOCATION_750	Twilight Beach	夕暮れの海岸	日暮海岸	日暮海岸	Dämmerungsstrand	Plage crépusculaire	해 질 녘의 바닷가	Сумрачный пляж	Playa del crepúsculo
FIELDMAP_LOCATION_751	Ephemeral Hill	うたかたの丘	泡沫之丘	泡沫之丘	Ephemerhügel	Colline éphémère	적적한 언덕	Эфемерный холм	Colina efímera
FIELDMAP_LOCATION_752	Sinking Fault	沈下断層	下陷断层	下陷斷層	Sinkbruch	Faille affaissée	가라앉은 단층	Проседающий разлом	Grieta hendida
FIELDMAP_LOCATION_753	Ruins Lake	廃墟の湖	废墟之湖	廢墟之湖	Ruinensee	Lac en ruines	폐허의 호수	Озеро с руинами	Lago de las ruinas
FIELDMAP_LOCATION_754	Solitude Hill	孤独の高台	孤独高地	孤獨高地	Hügel der Einsamkeit	Colline de la solitude	고독한 고지대	Пустынный холм	Colina solitaria
FIELDMAP_LOCATION_755	Hidden Village Courtyard	隠れ里の中庭	隐密村庄的中庭	隱密村莊的中庭	Hof des versteckten Dorfes	Cour du village caché	은신처의 안뜰	Скрытый деревенский двор	Patio de la aldea oculta
FIELDMAP_LOCATION_756	Dilapidated Road	荒廃した国道	荒废的国道	荒廢的國道	Verfallene Straße	Route délabrée	황폐한 국도	Разрушенная дорога	Camino en ruinas
FIELDMAP_LOCATION_757	Miasma Meadow	瘴煙の境	瘴烟之境	瘴煙之境	Miasmaweiden	Prairie des miasmes	독안개의 경계	Миазмовый луг	Pradera de miasma
FIELDMAP_LOCATION_758	Caligina Mine Entrance	カリギナ鉱山入口	卡里吉拿矿山入口	卡里吉拿礦山入口	Eingang zur Kaliginamine	Entrée de la mine de Caligina	카리기나 광산입구	Вход в шахту Калигина	Entrada a la Mina de Caligina
FIELDMAP_LOCATION_759	Great Elevator (Front)	大昇降機前	大型升降机前	大型升降機前	Großer Aufzug (Vorderseite)	Grand ascenseur (avant)	대승강기 앞	Большой подъемник (парадная)	Gran Elevador (Frontal)
FIELDMAP_LOCATION_760	Sivash Survey Base	シバーシュ調査拠点	席巴修调查据点	席巴修調查據點	Sivash-Forschungsbasis	Base d'exploration de Sivash	시바슈 조사거점	Исследовательская база Сиваша	Base de reconocimiento de Syvashi
FIELDMAP_LOCATION_761		腐海層_FTP17							
FIELDMAP_LOCATION_762		腐海層_FTP18							
FIELDMAP_LOCATION_763		腐海層_FTP19							
FIELDMAP_LOCATION_764		腐海層_FTP20							
FIELDMAP_LOCATION_765		腐海層_FTP21							
FIELDMAP_LOCATION_766		腐海層_FTP22							
FIELDMAP_LOCATION_767		腐海層_FTP23							
FIELDMAP_LOCATION_768		腐海層_FTP24							
FIELDMAP_LOCATION_769		腐海層_FTP25							
FIELDMAP_LOCATION_770	Ocean Overlook Hill	海を臨む高台	临海高地	臨海高地	Ozeanische Aussichtsplattform	Colline avec vue sur l'océan	바다에 면한 고지대	Холм с видом на океан	Colina del mirador al océano
FIELDMAP_LOCATION_771	Lode Fault	鉱脈断層	矿脉断层	礦脈斷層	Erzaderbruch	Faille de veine	광맥 단층	Магнитный разлом	Gruta de las vetas
FIELDMAP_LOCATION_772	Golden Retreat	黄金の遊閑地	黄金闲置地	黃金閒置地	Goldener Rückzugsort	Refuge doré	황금의 공한지	Золотой курорт	Retiro áureo
FIELDMAP_LOCATION_773	Ramus Via Foothills	ラムスヴィーア丘陵	拉姆斯比亚丘陵	拉姆斯比亞丘陵	Ramus via Hügelkette	Ramus par les contreforts	람스비아 구릉	Предгорья Рамус виа	Colinas de Ramus Via
FIELDMAP_LOCATION_774	Earthen Fissure	大地の裂け目	大地裂缝	大地裂縫	Erdspalte	Fissure terrestre	대지의 균열	Трещина в земле	Fisura terrenal
FIELDMAP_LOCATION_775	Aladissian Military Base Road	アラディス軍基地道路	阿拉迪斯军事基地道路	阿拉迪斯軍基地道路	Straße zur aladissianischen Militärbasis	Route de la base militaire aladissienne	알라디스 군사기지로	Дорога к арадисской военной базе	Camino a la base militar aladissiana
FIELDMAP_LOCATION_776	Eroded Canyon	侵食峡谷	侵蚀峡谷	侵蝕峽谷	Verwitterte Schlucht	Canyon érodé	침식 협곡	Изъеденный каньон	Cañón erosionado
FIELDMAP_LOCATION_777	Pit Road Entrance	坑路出入口	坑道出入口	坑道出入口	Grubeneingang	Entrée de la route minière	갱도 출입구	Вход в карьер	Entrada a la calle excavada
FIELDMAP_LOCATION_778	Golden Lake Outlook	黄金湖の展望地	黄金湖瞭望地	黃金湖瞭望地	Goldene Seeaussicht	Belvédère du lac doré	황금호수의 전망대	Смотровая площадка Золотого озера	Mirador al lago áureo
FIELDMAP_LOCATION_779	Pergra Ost	ペルグラオスト	佩尔格拉扉口	佩爾格拉扉口	Pergra-Ost	Granda Pergra	페르그라 오스트	Пергра ост	Pergrandis Ost
FIELDMAP_LOCATION_780	Residential Area Intersection	住宅街十字路	住宅区十字路口	住宅區十字路口	Wohnviertelkreuzung	Carrefour de la zone résidentielle	주택가 사거리	Перекресток в жилом районе	Intersección de la zona residencial
FIELDMAP_LOCATION_781	Central Stranding	座礁建造群中枢	水中废墟群中央	水中廢墟群中央	Zentrale Strandungen	Rive centrale	좌초 건조군 중추	Заброшенный центр	Encalladero central
FIELDMAP_LOCATION_782	Pergrica Roots	ペルグリカ樹麓	佩尔格里卡树根	佩爾格里卡樹腳	Pergrikawurzeln	Racines de Pergrica	페르그리카 나무기슭	Корни Пергрики	Raíces de Pérgrica
FIELDMAP_LOCATION_783	Auruma Survey Base	アウルーマ調査拠点	奥尔马调查据点	奧爾馬調查據點	Auruma-Forschungsbasis	Base d'exploration d'Auruma	아울루마 조사거점	Исследовательская база Аурумы	Base de reconocimiento de Auruma
FIELDMAP_LOCATION_784		金属層_FTP15							
FIELDMAP_LOCATION_785		金属層_FTP16							
FIELDMAP_LOCATION_786		金属層_FTP17							
FIELDMAP_LOCATION_787		金属層_FTP18							
FIELDMAP_LOCATION_788		金属層_FTP19							
FIELDMAP_LOCATION_789		金属層_FTP20							
FIELDMAP_LOCATION_790		金属層_FTP21							
FIELDMAP_LOCATION_791		金属層_FTP22							
FIELDMAP_LOCATION_792		金属層_FTP23							
FIELDMAP_LOCATION_793		金属層_FTP24							
FIELDMAP_LOCATION_794		金属層_FTP25							
FIELDMAP_LOCATION_795	The Cradle	揺籃の地	摇篮之地	搖籃之地	Die Wiege	Le Berceau	요람의 땅	Колыбель	La cuna
FIELDMAP_LOCATION_796	Abandoned Sea Breeze Path	潮風廃道	海风废道	海風廢道	Verlassener Seebrisenpfad	Chemin abandonné de la brise marine	바닷바람 폐도	Заброшенная тропа Морского бриза	Camino de brisa marina abandonado
FIELDMAP_LOCATION_797	Lacuna Plains	ラクーナ平原	拉库纳平原	拉庫納平原	Lacunaebenen	Plaines de Lacuna	라크나 평원	Равнины Лакуны	Llanuras de Lacuna
FIELDMAP_LOCATION_798	Calumna West Gate	カルムナ西門	卡尔姆纳西门	卡爾姆納西門	Westliches Calumna-Tor	Portail ouest de Calumna	카르무나 서문	Западные ворота Калумны	Puerta oeste de Calumna
FIELDMAP_LOCATION_799	1st Laboratory Entrance	第一研究所前	第一研究所前	第一研究所前	Eingang zum 1. Laboratorium	1re entrée du laboratoire	제1연구소 앞	Вход в Первую лабораторию	Entrada al laboratorio núm. 1
FIELDMAP_LOCATION_800	Artisan Corridor	工匠回廊	工匠回廊	工匠迴廊	Handwerkskorridor	Corridor artisanal	장인 회랑	Ремесленный коридор	Paso del artesano
FIELDMAP_LOCATION_801	Castle Town Market	城下市場	城下市场	城下市場	Markt der Burgstadt	Marché de la ville fortifiée	성하 시장	Рынок города-крепости	Mercado de la ciudad del castillo
FIELDMAP_LOCATION_802	Walkway of Cheers	歓声の花道	欢声花道	歡聲花道	Laufsteg der Freude	Allée des ovations	환성의 꽃길	Аллея приветствий	Paseo de los vítores
FIELDMAP_LOCATION_803	Public Square	市民広場	市民广场	市民廣場	Öffentlicher Platz	Place publique	시민 광장	Городская площадь	Plaza pública
FIELDMAP_LOCATION_804	Judicial Office Entrance	審理庁前	审理厅前	審理廳前	Eingang zum Richteramt	Entrée du palais de Justice	심리청 앞	Вход в здание суда	Entrada de la corte judicial
FIELDMAP_LOCATION_805	Council Building Entrance	評議院前	评议院前	評議院前	Eingang zur Beratungseinrichtung	Entrée du bâtiment du Conseil	평의원 앞	Вход в здание Совета	Entrada del edificio del consejo
FIELDMAP_LOCATION_806	Great Tree of Creation	創成の大樹	创建之大树	創建之大樹	Großbaum der Erschaffung	Grand arbre de la création	창성의 거목	Великое древо творения	Gran árbol de la creación
FIELDMAP_LOCATION_807	Underground Passage	地下通路	地下通道	地下通道	Untergrundpassage	Passage souterrain	지하통로	Подземный проход	Paso subterráneo
FIELDMAP_LOCATION_808	Garden of Recollection	追想庭園	追忆庭园	追憶庭園	Garten der Rückbesinnung	Jardin de la mémoire	회상 정원	Сад воспоминаний	Jardín de recolección
FIELDMAP_LOCATION_809	Patrol Road	哨戒街道	巡逻街道	巡邏街道	Patrouillenstraße	Route de patrouille	초계 가도	Патрульная дорога	Camino de patrulla
FIELDMAP_LOCATION_810	Calumna East Gate	カルムナ東門	卡尔姆纳东门	卡爾姆納東門	Östliches Calumna-Tor	Portail est de Calumna	카르무나 동문	Восточные ворота Калумны	Puerta este de Calumna
FIELDMAP_LOCATION_811	Lacuna Survey Base	ラクーナ調査拠点	拉库纳调查据点	拉庫納調查據點	Lacuna-Forschungsbasis	Base d'exploration de Lacuna	라크나 조사거점	Исследовательская база Лакуны	Base de reconocimiento de Lacuna
FIELDMAP_LOCATION_812		王都_FTP18							
FIELDMAP_LOCATION_813		王都_FTP19							
FIELDMAP_LOCATION_814		王都_FTP20							
FIELDMAP_LOCATION_815		王都_FTP21							
FIELDMAP_LOCATION_816		王都_FTP22							
FIELDMAP_LOCATION_817		王都_FTP23							
FIELDMAP_LOCATION_818		王都_FTP24							
FIELDMAP_LOCATION_819		王都_FTP25							
FIELDMAP_LOCATION_820	The Outlands	化外の地	化外之地	化外之地	Die Fremde	Outre terre	화외의 땅	Запределье	Las tierras exteriores
FIELDMAP_LOCATION_821	Pagus Mountain Trail 	ペグス山道 	培古斯山道 	培古斯山道 	Pagus-Bergpfad 	Piste de la montagne Pagus 	페그스 산길	Горная тропа Пагус 	Camino de la montaña Pagus 
FIELDMAP_LOCATION_822	The Farthest Shore	最果ての浜	尽头海滩	盡頭海灘	Die Küste der Weite	Rive la plus éloignée	땅끝 해변	Самый дальний берег	La costa remota
FIELDMAP_LOCATION_823	Abandoned Village Center	廃村中央	废村中央	廢村中央	Verlassenes Dorfzentrum	Centre du village abandonné	폐촌 중앙	Центр заброшенной деревни	Centro de la aldea abandonado
FIELDMAP_LOCATION_824	Remote Fishing Harbor	辺境漁港	边境渔港	邊境漁港	Abgelegener Fischerhafen	Port de pêche isolé	변경 어항	Дальняя рыбацкая гавань	Puerto de pesca remoto
FIELDMAP_LOCATION_825	Village Chief's Residence	村長屋敷前	村长宅邸前	村長宅邸前	Residenz des Dorfältesten	Demeure du chef du village	촌장의 저택 앞	Жилище старосты деревни	Residencia del jefe de la aldea
FIELDMAP_LOCATION_826	Northern Area Entrance	北部地域入口	北部地区入口	北部地區入口	Eingang zum nördlichen Gebiet	Entrée de la zone nord	북부지역 입구	Вход в северную область	Entrada de la zona septentrional
FIELDMAP_LOCATION_827	Tornus Road	ターナス街道	特纳斯街道	特納斯街道	Tornus-Straße	Route de Tornus	터너스 가도	Торнусский тракт	Camino de Tornus
FIELDMAP_LOCATION_828	Quicksand Pond	流砂の池	流沙之池	流沙之池	Treibsandteich	Étang de sables mouvants	유사 연못	Пруд с зыбучими песками	Estanque de arenas movedizas
FIELDMAP_LOCATION_829	Narrow Rocky Path	岩場の隘路	岩场小路	岩場小路	Schmaler Felspfad	Chemin rocheux étroit	암석 험로	Узкая тропа в скалах	Camino rocoso estrecho
FIELDMAP_LOCATION_830	Large Alber Settlement	アルバーの大集落	阿尔巴的大聚落	阿爾巴的大聚落	Große Alber-Siedlung	Grand village d'Alber	알버의 대취락	Большое поселение альберов	Gran aldea Alber
FIELDMAP_LOCATION_831	Wygor Quarry	ウィゴル採石場	威格尔采石场	威格爾採石場	Wygor-Steinbruch	Carrière de Wygor	위골 채석장	Карьер Вигор	Cantera Wygor
FIELDMAP_LOCATION_832	Brook Cave	流水の洞窟	流水洞窟	流水洞窟	Bachhöhle	Grotte du ruisseau	유수의 동굴	Пещера с ручьем	Cueva del arroyo
FIELDMAP_LOCATION_833	Glowblossom Hill	光花の高台	光花台地	光花台地	Glühblümchenhügel	Colline des fleurs éclatantes	빛나는 꽃의 고지	Светоцветный холм	Colina de Brillaflor
FIELDMAP_LOCATION_834	Water Storage Facility	貯水施設	储水设施	儲水設施	Wasserspeicheranlage	Complexe de stockage des eaux	저수시설	Водохранилище	Depósito de agua
FIELDMAP_LOCATION_835	Lacuna Castle 1F	ラクーナ城・１階	拉库纳城 1楼	拉庫納城 1樓	Schloss Lacuna Erdg.	Château de Lacuna 1er niv.	라크나성ㆍ1층	Замок Лакуны, 1-й этаж	Castillo de Lacuna P1
FIELDMAP_LOCATION_836	Lacuna Castle 2F	ラクーナ城・２階	拉库纳城 2楼	拉庫納城 2樓	Schloss Lacuna 1. St.	Château de Lacuna 2e niv.	라크나성ㆍ2층	Замок Лакуны, 2-й этаж	Castillo de Lacuna P2
FIELDMAP_LOCATION_837	Lacuna Castle 3F	ラクーナ城・３階	拉库纳城 3楼	拉庫納城 3樓	Schloss Lacuna 2. St.	Château de Lacuna 3e niv.	라크나성ㆍ3층	Замок Лакуны, 3-й этаж	Castillo de Lacuna P3
FIELDMAP_LOCATION_838		サブマップ_FTP19							
FIELDMAP_LOCATION_839		サブマップ_FTP20							
FIELDMAP_LOCATION_840		サブマップ_FTP21							
FIELDMAP_LOCATION_841		サブマップ_FTP22							
FIELDMAP_LOCATION_842		サブマップ_FTP23							
FIELDMAP_LOCATION_843		サブマップ_FTP24							
FIELDMAP_LOCATION_844		サブマップ_FTP25							
FIELDMAP_LOCATION_845		サブマップ_FTP26							
FIELDMAP_LOCATION_846		サブマップ_FTP27							
FIELDMAP_LOCATION_847		サブマップ_FTP28							
FIELDMAP_LOCATION_848		サブマップ_FTP29							
