text_ENG	Race	Number	Number2	ElemRes1	ElemRes2	ElemRes3	ElemRes4	ElemRes5	ElemRes6	AilRes1	AilRes2	AilRes3	AilRes4	AilRes5	AilRes6	AilRes7	AilRes8	DropReward0	DropReward1	DropReward2	DropReward3	DropReward4	DropGift0	DropGift1	DropGift2	DropGift3	DropGift4	text_JPN	text_CHS	text_CHT	text_KOR	FlavorText	EnemyLibraryInfoId
		[6, 7, 10, 2]	122																														1864269413
Jewel Walker	Turtle	[8, 8, 10, 3]	563	50	50	-25	-50	-25	0	50	0	-25	-25	0	50	0	-50	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 1397839856, 'TraitId2': 0, 'ItemId': 1019624928, 'ItemName': 'Trois Mineral', 'TraitName1': 'Rare Metal'}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 132802549, 'ItemName': 'Moonlight Firefly', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 893217111, 'ItemName': 'Diopside', 'GradeMin': 1, 'GradeMax': 37}	{'LevelMin': 30, 'LevelMax': 48, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1340797831, 'ItemName': 'Tíkometal', 'GradeMin': 1, 'GradeMax': 37}		{'LevelMin': 10, 'LevelMax': 40, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 869563684, 'ItemName': 'Dark Fyr Pearl', 'Numbers1': [4, 4, 2], 'Numbers2': [5, 4, 1, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 990869865, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 10, 'LevelMax': 40, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1154698674, 'ItemName': 'Crimson Fyr Pearl', 'Numbers1': [4, 4, 2], 'Numbers2': [5, 4, 1, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 990869865, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 10, 'LevelMax': 40, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 572908536, 'ItemName': 'Azure Fyr Pearl', 'Numbers1': [4, 4, 2], 'Numbers2': [5, 4, 1, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 990869865, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}			ジュエルウォーカー	珠宝行者	珠寶行者	주얼 워커	{'flavor1': {'text_ENG': 'I always get excited when I spot one of them, since they look like a pile of treasure from afar.', 'text_JPN': '「遠くから見たら宝石の山みたいに見えるから\n\u3000見えた瞬間は嬉しくなっちゃうのよね」', 'text_CHT': '「這魔物遙望起來像一座寶石山，\n\u3000看到的瞬間會令人心花怒放。」', 'text_CHS': '“这魔物远看就像一座宝石山，\n\u3000看到的瞬间会让人心花怒放。”', 'text_KOR': '「멀리서 보면 보석의 산처럼 보이니까\n 보는 순간 환희에 차게 된단 말이지」'}, 'char1': 'Camilla', 'flavor2': {'text_ENG': 'Is that because all those jewels would really help out the town?', 'text_JPN': '「町の資金源になるから、ですか？」', 'text_CHT': '「因為可以當作城鎮的資金嗎？」', 'text_CHS': '“因为可以成为城镇的资金吗？”', 'text_KOR': '「마을의 자금원이 되니까요?」'}, 'char2': 'Randolf', 'flavor3': {'text_ENG': 'Of course! Why else? Ugh, if only we had more funds ...', 'text_JPN': '「それ以外にないでしょ。ああ、資金が……」', 'text_CHT': '「這還用說。唉，缺錢啊……」', 'text_CHS': '“这还用说。唉，缺钱啊……”', 'text_KOR': '「그거 말고는 없잖아. 아아, 자금이…」'}, 'char3': 'Camilla'}	575620117
		[7, 8, 10, 3]	123																														104320126
		[10, 6, 9, 2]	564																														368667335
Forest Jellyfish	Aquatic	[2, 1, 1, 1]	124	0	-50	0	50	0	-25	0	-25	0	0	0	-50	-25	50	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 123425903, 'ItemName': 'Jelly Gems', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 676625675, 'ItemName': 'Crackling Water', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1424270696, 'ItemName': 'Magic Herb', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1449850316, 'ItemName': 'Sea Horse', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 778429658, 'ItemName': 'Plant Essence', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 651092156, 'ItemName': 'Iris Stone - Ingot'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1968436987, 'ItemName': 'Iris Stone - Cloth'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1244076355, 'ItemName': 'Iris Stone - Bomb'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1157042664, 'ItemName': 'Iris Stone - Medicine'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 504383907, 'ItemName': 'Iris Stone - Food'}	森林クラゲ	森林水母	森林水母	삼림 해파리	"{'flavor1': {'text_ENG': ""It's not really a jellyfish, but a type of mushroom. They taste surprisingly good."", 'text_JPN': '「クラゲじゃなくてキノコの一種らしいですね。\n\u3000食べたら意外とおいしいんですよ」', 'text_CHT': '「這好像不是水母，而是一種菇，\n\u3000牠的味道其實挺不錯的喔。」', 'text_CHS': '“这好像不是水母，而是一种菇，\n\u3000其实味道还是挺不错的哦。”', 'text_KOR': '「해파리가 아니라 버섯의 일종이라고\n 해요. 먹으면 의외로 맛있더라고요」'}, 'char1': 'Firis', 'flavor2': {'text_ENG': 'The first person to try eating one of these must have been really eccentric ...', 'text_JPN': '「最初にこれを食べようとしたやつは\n\u3000相当ヤバいやつなんじゃないか……？」', 'text_CHT': '「第一個想吃牠的人\n\u3000想必是個狠角色吧……？」', 'text_CHS': '“第一个想要吃它的人\n\u3000想必是个狠角色吧……？”', 'text_KOR': '「처음에 이걸 먹으려고 했던 녀석은\n 상당히 위험한 녀석이 아닌가…?」'}, 'char2': 'Slade'}"	1156950749
Wandering Pariah	Aquatic	[6, 1, 2, 3]	565	0	-50	0	50	0	-25	0	-25	0	0	0	-50	-25	50	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 123425903, 'ItemName': 'Jelly Gems', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 276767745, 'ItemName': 'Rapier Fish', 'GradeMin': 1, 'GradeMax': 12}		{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 385395481, 'ItemName': 'Ancient Blue Water', 'GradeMin': 1, 'GradeMax': 12}		{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1363239453, 'ItemName': 'Dark Virid Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 642142859, 'ItemName': 'Crimson Virid Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1085340879, 'ItemName': 'Azure Virid Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}			漂う異端者	流浪的异端者	漂浮的異類	떠도는 이단자	"{'flavor1': {'text_ENG': ""I could watch them forever, if they didn't attack. They look so carefree up in the air ..."", 'text_JPN': '「攻撃してこなければ、ずっと見てたいよね。\n\u3000ぷかぷか飛んでて気持ちよさそう……」', 'text_CHT': '「那輕飄飄的樣子看了真讓人心曠神怡……\n\u3000如果牠不具攻擊性，我們就能好好欣賞了。」', 'text_CHS': '“那轻飘飘的样子看了真让人心旷神怡……\n\u3000如果它没有攻击性，我们就能好好观赏了。”', 'text_KOR': '「공격해 오지 않는다면 계속 보고 싶어.\n 둥둥 떠다녀서 기분 좋아 보이는걸…」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""I'd be inclined to agree ... if they weren't monsters."", 'text_JPN': '「魔物じゃなければ、確かにそうかもな」', 'text_CHT': '「不是魔物的話，拿來欣賞確實不錯。」', 'text_CHS': '“不是魔物的话，用来观赏确实不错。”', 'text_KOR': '「몬스터가 아니라면, 확실히 그럴지도」'}, 'char2': 'Slade', 'flavor3': {'text_ENG': 'But, unfortunately, monsters they are.', 'text_JPN': '「残念ながら、魔物なんだよな」', 'text_CHT': '「可惜牠是魔物。」', 'text_CHS': '“可惜它是魔物。”', 'text_KOR': '「안타깝게도 몬스터란 말이지」'}, 'char3': 'Raze'}"	1631546603
		[5, 2, 2, 1]	125																														1505355460
		[10, 5, 3, 2]	566																														205061807
Man o' War	Aquatic	[3, 2, 2, 1]	126	0	0	0	50	-50	-25	0	-25	-50	0	0	0	-25	50	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 123425903, 'ItemName': 'Jelly Gems', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 676625675, 'ItemName': 'Crackling Water', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1449850316, 'ItemName': 'Sea Horse', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1576550248, 'ItemName': 'Poison Grass', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 276767745, 'ItemName': 'Rapier Fish', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 862042001, 'ItemName': 'Altus - Fiery Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1604245495, 'ItemName': 'Altus - Crimson Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 81819358, 'ItemName': 'Altus - Crimson Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 960734910, 'ItemName': 'Altus - Crimson Glow'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 63060165, 'ItemName': 'Altus - Crimson Amethyst'}	マンオーウォー	僧帽水母	僧帽水母	맨 오 워	"{'flavor1': {'text_ENG': 'The skin of this jellyfish is supposed to be really hard! With a bit of processing, I bet you could turn that cap into a shield.', 'text_JPN': '「このクラゲは外皮がすごい硬いらしいね！\n\u3000加工すれば傘を盾にできるんじゃない？」', 'text_CHT': '「聽說這種水母的外皮非常硬喔！\n\u3000把傘帽拿去加工，應該可以做成盾牌吧？」', 'text_CHS': '“听说这种水母的外皮非常硬哦！\n\u3000把伞帽拿去加工，应该可以做成盾牌吧？”', 'text_KOR': '「이 해파리는 외피가 상당히 단단하다던데!\n 가공하면 방패로 만들 수 있지 않을까?」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""I wouldn't want to touch the inner part of it. What if it's all squishy?"", 'text_JPN': '「たとえ加工されてたとしても\n\u3000クラゲの傘の内側を触る勇気はないな……」', 'text_CHT': '「就算加工過，\n\u3000我也沒有勇氣碰水母傘帽的裡面……」', 'text_CHS': '“就算加工过，\n\u3000我也没有勇气碰水母伞帽的里面……”', 'text_KOR': '「만약 가공을 하더라도 해파리 머리\n 안쪽을 만지고 싶지는 않아…」'}, 'char2': 'Logy'}"	1266165849
Countless Feelers	Aquatic	[7, 2, 2, 3]	567	0	0	0	50	-50	-25	0	-25	-50	0	0	0	-25	50	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 123425903, 'ItemName': 'Jelly Gems', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 216224640, 'ItemName': 'Black Water', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1449850316, 'ItemName': 'Sea Horse', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1576550248, 'ItemName': 'Poison Grass', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 276767745, 'ItemName': 'Rapier Fish', 'GradeMin': 1, 'GradeMax': 10}						カウントレスフィーラ	无数触手	無數觸手	카운트리스 필러	"{'flavor1': {'text_ENG': ""The merchants have been worried about these, since they're known to go after animals as large as horses."", 'text_JPN': '「馬くらいの動物も襲うから、商人たちが\n\u3000頭を悩ませてたわ」', 'text_CHT': '「這種魔物連馬這麼大的動物也不放過，\n\u3000商人們都恨牠恨得牙癢癢的。」', 'text_CHS': '“这种魔物连马这么大的动物也不放过，\n\u3000商人们都对它咬牙切齿。”', 'text_KOR': '「말과 같은 동물도 덮치니까\n 상인들도 난처해했었지」'}, 'char1': 'Camilla', 'flavor2': {'text_ENG': ""They are much more ferocious than you'd expect. If we spot any near Hallfein, we should deal with them at once."", 'text_JPN': '「思いのほか凶暴だからな。町の近くで見かけ\n\u3000たら、真っ先に退治しよう」', 'text_CHT': '「牠的性情比想像中凶猛，\n\u3000如果在城鎮附近看到，就先對付牠吧。」', 'text_CHS': '“它的性情比想象中凶猛，\n\u3000如果在城镇附近看到，就优先对付吧。”', 'text_KOR': '「생각보다 흉포하니 마을 근처에서\n 보게 되면 바로 퇴치하는 게 좋다」'}, 'char2': 'Raze'}"	1903917649
		[3, 3, 2, 1]	127																														932835665
		[6, 3, 3, 2]	128																														369825469
Magical Parasol	Aquatic	[6, 5, 3, 3]	129	-50	0	0	50	0	-25	-50	-25	0	0	0	0	-25	50	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 123425903, 'ItemName': 'Jelly Gems', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 900200886, 'TraitId2': 0, 'ItemId': 1360721953, 'ItemName': 'Zapping Water', 'TraitName1': 'Magnetic'}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 106063423, 'ItemName': 'Groundwater', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 385395481, 'ItemName': 'Ancient Blue Water', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 815571532, 'ItemName': 'Dark Dew', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1399748193, 'ItemName': 'Iris Stone - Water'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 56520649, 'ItemName': 'Iris Stone - Plant'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 255249747, 'ItemName': 'Iris Stone - Uni'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1705445744, 'ItemName': 'Iris Stone - Flower'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 629080021, 'ItemName': 'Iris Stone - Medicinal'}	マジカルパラソル	魔法阳伞	魔法陽傘	매지컬 파라솔	"{'flavor1': {'text_ENG': 'That thing practically screams ""I\'m poisonous!""', 'text_JPN': '「なんて毒々しい見た目……！」', 'text_CHT': '「這看起來好毒……！」', 'text_CHS': '“这看起来好毒……！”', 'text_KOR': '「정말이지 독이 있어 보이는 생김새네…!」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'I know it\'s got ""parasol"" in the name, but don\'t try to use it as an umbrella.', 'text_JPN': '「パラソルって名前だからって\n\u3000間違っても傘にしようとしたらダメだぞ」', 'text_CHT': '「牠雖然叫陽傘，\n\u3000但千萬不能把牠當成傘來使用喔。」', 'text_CHS': '“它虽然叫阳伞，\n\u3000但千万不能把它当成伞来用哦。”', 'text_KOR': '「파라솔이라는 이름이 붙여져 있다고\n 해서 실수로 우산처럼 쓰면 안 된다」'}, 'char2': 'Heiter', 'flavor3': {'text_ENG': ""I don't think anyone would do that ..."", 'text_JPN': '「誰もしないでしょそんなこと……」', 'text_CHT': '「沒有人會那樣做吧……」', 'text_CHS': '“没人会那么做吧……”', 'text_KOR': '「그런 짓은 아무도 안 한다고…」'}, 'char3': 'Rias'}"	589713908
Medusa	Aquatic	[9, 5, 2, 6]	568	-50	0	0	50	0	-25	-50	-25	0	0	0	0	-25	50	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 123425903, 'ItemName': 'Jelly Gems', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 900200886, 'TraitId2': 0, 'ItemId': 1360721953, 'ItemName': 'Zapping Water', 'TraitName1': 'Magnetic'}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 106063423, 'ItemName': 'Groundwater', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 385395481, 'ItemName': 'Ancient Blue Water', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 815571532, 'ItemName': 'Dark Dew', 'GradeMin': 1, 'GradeMax': 20}						レメデューズ	雷梅杜莎	雷梅杜莎	레메듀즈	"{'flavor1': {'text_ENG': 'Ugh, these guys are so creepy! Ew!', 'text_JPN': '「こいつ、なんか気味悪くてヤダ！！」', 'text_CHT': '「這傢伙好噁心，感覺真不舒服！！」', 'text_CHS': '“这家伙好恶心，感觉真不舒服！！”', 'text_KOR': '「이 녀석, 왠지 기분 나빠서 싫어!!」'}, 'char1': 'El', 'flavor2': {'text_ENG': ""It's the combination of their color and appearance that's the problem. I don't even want to get near them ..."", 'text_JPN': '「この色でこの外見なのが問題と思うです。\n\u3000近づくのも、なんか嫌です……」', 'text_CHT': '「大概是因為牠的顏色和外表吧，\n\u3000光是靠近都令人反感……」', 'text_CHS': '“大概是因为它的颜色和外表吧，\n\u3000光是靠近都让人反感……”', 'text_KOR': '「색깔과 외형이 문제인 것 같아요.\n 가까이 다가가는 것도 왠지 싫네요…」'}, 'char2': 'Corneria', 'flavor3': {'text_ENG': 'Think about how it feels to be me, having to fight them up close ...', 'text_JPN': '「それと戦うこっちの身にもなってくれ……」', 'text_CHT': '「我才辛苦吧，得和牠戰鬥……」', 'text_CHS': '“我才辛苦吧，得和它战斗……”', 'text_KOR': '「그것과 싸우는 이쪽 입장도 생각해줘…」'}, 'char3': 'Slade'}"	234130968
		[7, 5, 3, 3]	130																														1148826032
		[8, 6, 3, 3]	131																														710767676
Horned Sheep	Beast	[1, 1, 3, 1]	132	0	0	-50	50	-25	0	0	0	-25	-50	0	0	0	50	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 568788969, 'ItemName': 'Fluffy Wool', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1912684169, 'ItemName': 'Beast Meat', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1198196565, 'ItemName': 'Eicheloa', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 432558893, 'ItemName': 'Golden Fruit', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1095053287, 'ItemName': 'Spiral Bone', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1981762750, 'ItemName': 'Altus - Verdant Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1774877220, 'ItemName': 'Altus - Jade Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1465302760, 'ItemName': 'Altus - Jade Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1065912040, 'ItemName': 'Altus - Jade Glow'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 84482193, 'ItemName': 'Altus - Jade Amethyst'}	つのひつじ	角绵羊	角綿羊	뿔 양	"{'flavor1': {'text_ENG': 'What a cute and fluffy sheep.', 'text_JPN': '「モフモフしててかわいいひつじだな」', 'text_CHT': '「毛茸茸的綿羊真可愛。」', 'text_CHS': '“毛茸茸的绵羊真可爱。”', 'text_KOR': '「복슬복슬하고 귀여운 양이군」'}, 'char1': 'Slade', 'flavor2': {'text_ENG': ""I'm going to gather a bunch of wool from these Horned Sheep to make into a big, comfy cushion!"", 'text_JPN': '「あたし大きいクッションを作りたいんだ。\n\u3000だからつのひつじの毛をいっぱい集めるの！」', 'text_CHT': '「我要蒐集很多棉羊毛，\n\u3000做成大大的靠墊！」', 'text_CHS': '“我要搜集很多绵羊毛，\n\u3000做成大大的靠垫！”', 'text_KOR': '「나, 큰 쿠션을 만들고 싶어. 그래서\n 뿔 양의 털을 잔뜩 모을 거야!」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': ""Try not to go overboard, okay? It's hard not to feel sorry for the poor things ..."", 'text_JPN': '「可哀そうだからほどほどにしとけよ……」', 'text_CHT': '「拜託妳手下留情，不然牠好可憐……」', 'text_CHS': '“拜托你手下留情，不然它好可怜……”', 'text_KOR': '「불쌍하니까 적당히 하도록 해…」'}, 'char3': 'Slade'}"	49012643
Giant Sheep	Beast	[5, 1, 5, 5]	569	0	0	-50	50	-25	0	0	0	-25	-50	0	0	0	50	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 568788969, 'ItemName': 'Fluffy Wool', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1497826300, 'ItemName': 'Fresh Meat', 'GradeMin': 1, 'GradeMax': 10}		{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 202769447, 'ItemName': 'Muddied Crystal', 'GradeMin': 1, 'GradeMax': 10}		{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1356895242, 'ItemName': 'Dark Abyss Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 669492384, 'ItemName': 'Crimson Abyss Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1091635930, 'ItemName': 'Azure Abyss Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}			きょだいひつじ	巨大绵羊	巨大綿羊	거대 양	"{'flavor1': {'text_ENG': ""Whoa! It's a big, fluffy friend!"", 'text_JPN': '「わあ、大きなもふもふだぁ！！」', 'text_CHT': '「哇，牠毛茸茸的，而且好大喔！！」', 'text_CHS': '“哇，它毛茸茸的，而且好大哦！”', 'text_KOR': '「와, 크고 복슬복슬하게 생겼다!!」'}, 'char1': 'Resna', 'flavor2': {'text_ENG': ""Or so you might think at first, but get too close and it'll hit you with a nasty headbutt, so watch out."", 'text_JPN': '「と、安易に近づいたら強力な頭突きを受ける\n\u3000ことになるので、気を付けるように」', 'text_CHT': '「要小心喔，隨便靠近的話，\n\u3000牠會用頭狠狠撞你喔。」', 'text_CHS': '“要小心哦，随便靠近的话，\n\u3000它会用头狠狠撞你哦。”', 'text_KOR': '「안이하게 다가가면 강력한 박치기를\n 당하게 되니까 조심하도록 해」'}, 'char2': 'Camilla', 'flavor3': {'text_ENG': 'That was an excellent, child-friendly warning.', 'text_JPN': '「子供向けの注意喚起に最適な解説ですね」', 'text_CHT': '「講得好，這樣小朋友才會知道有危險。」', 'text_CHS': '“真是非常适合提醒小朋友的讲解啊。”', 'text_KOR': '「어린이들을 위한 주의사항 같네요」'}, 'char3': 'Randolf'}"	457215662
		[1, 1, 3, 1]	133																														1264507941
		[7, 2, 6, 5]	570																														1344454924
		[5, 3, 7, 3]	134																														231331187
		[8, 3, 6, 6]	571																														1886488360
